nama_pelanggan	segmen	negara	kota	provinsi	kodepos	wilayah	ID_produk	Kategori_produk	sub_kategori_produk	nama_produk	Penjualan	jumlah	diskon	keuntungan
Frank Preis	Consumer	United States	Philadelphia	Pennsylvania	19134	East	OFF-EN-10002500	Office Supplies	Envelopes	Globe Weis Peel & Seel First Class Envelopes	30.672	3	0.2	9.585
Thomas Seio	Corporate	United States	Chicago	Illinois	60653	Central	OFF-PA-10000143	Office Supplies	Paper	Astroparche Fine Business Paper	8.448	2	0.2	2.9568
Victoria Pisteka	Corporate	United States	Brownsville	Texas	78521	Central	OFF-PA-10001804	Office Supplies	Paper	Xerox 195	10.688	2	0.2	3.7408
Cyma Kinney	Corporate	United States	San Francisco	California	94122	West	OFF-PA-10003845	Office Supplies	Paper	Xerox 1987	34.68	6	0	16.9932
Victoria Pisteka	Corporate	United States	Brownsville	Texas	78521	Central	OFF-ST-10000036	Office Supplies	Storage	Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16	237.096	3	0.2	20.7459
Dario Medina	Corporate	United States	Mesa	Arizona	85204	West	OFF-ST-10004950	Office Supplies	Storage	Acco Perma 3000 Stacking Storage Drawers	100.704	6	0.2	-1.2588
Frank Preis	Consumer	United States	Philadelphia	Pennsylvania	19134	East	TEC-CO-10001766	Technology	Copiers	Canon PC940 Copier	1079.976	4	0.4	125.9972
Sally Hughsby	Corporate	United States	Caldwell	Idaho	83605	West	FUR-CH-10001708	Furniture	Chairs	Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back	338.352	3	0.2	4.2294
Sally Matthias	Consumer	United States	New York City	New York	10009	East	OFF-BI-10000315	Office Supplies	Binders	Poly Designer Cover & Back	106.344	7	0.2	37.2204
Sally Hughsby	Corporate	United States	Caldwell	Idaho	83605	West	OFF-PA-10000019	Office Supplies	Paper	Xerox 1931	25.92	4	0	12.4416
Sally Hughsby	Corporate	United States	Caldwell	Idaho	83605	West	OFF-PA-10002222	Office Supplies	Paper	Xerox Color Copier Paper, 11" x 17", Ream	91.36	4	0	42.0256
Sally Matthias	Consumer	United States	New York City	New York	10009	East	OFF-PA-10004470	Office Supplies	Paper	Adams Write n' Stick Phone Message Book, 11" X 5 1/4", 200 Messages	11.36	2	0	5.2256
Nora Preis	Consumer	United States	Fresno	California	93727	West	FUR-BO-10004467	Furniture	Bookcases	Bestar Classic Bookcase	254.9745	3	0.15	11.9988
Logan Haushalter	Consumer	United States	Oakland	California	94601	West	FUR-FU-10001706	Furniture	Furnishings	Longer-Life Soft White Bulbs	9.24	3	0	4.4352
William Brown	Consumer	United States	Concord	California	94521	West	FUR-FU-10003975	Furniture	Furnishings	Eldon Advantage Chair Mats for Low to Medium Pile Carpets	43.31	1	0	4.331
Logan Haushalter	Consumer	United States	Oakland	California	94601	West	FUR-FU-10004270	Furniture	Furnishings	Eldon Image Series Desk Accessories, Burgundy	12.54	3	0	4.5144
Nora Preis	Consumer	United States	Fresno	California	93727	West	FUR-TA-10003473	Furniture	Tables	Bretford Rectangular Conference Table Tops	3610.848	12	0.2	135.4068
Nora Preis	Consumer	United States	Fresno	California	93727	West	FUR-TA-10004619	Furniture	Tables	Hon Non-Folding Utility Tables	764.688	6	0.2	95.586
Craig Yedwab	Corporate	United States	San Antonio	Texas	78207	Central	OFF-BI-10003650	Office Supplies	Binders	GBC DocuBind 300 Electric Binding Machine	210.392	2	0.8	-336.6272
Philip Brown	Consumer	United States	Miami	Florida	33178	South	OFF-EN-10001099	Office Supplies	Envelopes	Staple envelope	23.472	3	0.2	7.6284
Logan Haushalter	Consumer	United States	Oakland	California	94601	West	OFF-ST-10000617	Office Supplies	Storage	Woodgrain Magazine Files by Perma	8.94	3	0	0.6258
Randy Ferguson	Corporate	United States	Phoenix	Arizona	85023	West	FUR-FU-10002553	Furniture	Furnishings	Electrix Incandescent Magnifying Lamp, Black	87.96	3	0.2	7.6965
Ellis Ballard	Corporate	United States	Chicago	Illinois	60623	Central	FUR-FU-10003930	Furniture	Furnishings	Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock	94.428	3	0.6	-42.4926
Randy Ferguson	Corporate	United States	Phoenix	Arizona	85023	West	OFF-BI-10002103	Office Supplies	Binders	Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl	5.214	2	0.7	-4.1712
Kimberly Carter	Corporate	United States	Henderson	Kentucky	42420	South	OFF-BI-10004970	Office Supplies	Binders	ACCOHIDE 3-Ring Binder, Blue, 1"	12.39	3	0	5.8233
Katherine Ducich	Consumer	United States	Los Angeles	California	90049	West	OFF-PA-10001457	Office Supplies	Paper	White GlueTop Scratch Pads	90.24	6	0	41.5104
Ralph Arnett	Consumer	United States	Houston	Texas	77070	Central	OFF-SU-10001574	Office Supplies	Supplies	Acme Value Line Scissors	2.92	1	0.2	0.365
Bryan Mills	Consumer	United States	Deltona	Florida	32725	South	FUR-CH-10002439	Furniture	Chairs	Iceberg Nesting Folding Chair, 19w x 6d x 43h	186.304	4	0.2	13.9728
Sung Shariari	Consumer	United States	Marion	Ohio	43302	East	FUR-TA-10002645	Furniture	Tables	Hon Rectangular Conference Tables	136.53	1	0.4	-52.3365
Sung Shariari	Consumer	United States	Marion	Ohio	43302	East	OFF-AR-10003829	Office Supplies	Art	Newell 35	2.624	1	0.2	0.2952
Joy Daniels	Consumer	United States	Chicago	Illinois	60610	Central	OFF-BI-10001249	Office Supplies	Binders	Avery Heavy-Duty EZD View Binder with Locking Rings	5.104	4	0.8	-8.6768
Cari Sayre	Corporate	United States	Chicago	Illinois	60623	Central	OFF-BI-10002353	Office Supplies	Binders	GBC VeloBind Cover Sets	9.264	3	0.8	-13.896
Joy Daniels	Consumer	United States	Chicago	Illinois	60610	Central	OFF-FA-10003059	Office Supplies	Fasteners	Assorted Color Push Pins	2.896	2	0.2	0.4706
Joy Daniels	Consumer	United States	Chicago	Illinois	60610	Central	TEC-AC-10002718	Technology	Accessories	Belkin Standard 104 key USB Keyboard	35.016	3	0.2	-2.1885
Sung Shariari	Consumer	United States	Marion	Ohio	43302	East	TEC-AC-10003033	Technology	Accessories	Plantronics CS510 - Over-the-Head monaural Wireless Headset System	263.96	1	0.2	42.8935
Tom Boeckenhauer	Consumer	United States	New York City	New York	10024	East	TEC-MA-10001127	Technology	Machines	HP Designjet T520 Inkjet Large Format Printer - 24" Color	6999.96	4	0	2239.9872
Ben Ferrer	Home Office	Canada	Toronto	Ontario	M3C	East	FUR-TA-10003473	Furniture	Tables	Bretford Rectangular Conference Table Tops	526.58	2	0.3	-52.66
Ben Ferrer	Home Office	Canada	Toronto	Ontario	M3C	East	OFF-FA-10001332	Office Supplies	Fasteners	Acco Banker's Clasps, 5 3/4"-Long	17.28	6	0	8.12
Ben Ferrer	Home Office	Canada	Toronto	Ontario	M3C	East	OFF-ST-10002790	Office Supplies	Storage	Safco Industrial Shelving	73.85	1	0	2.22
Ben Ferrer	Home Office	Canada	Toronto	Ontario	M3C	East	OFF-SU-10001664	Office Supplies	Supplies	Acme Office Executive Series Stainless Steel Trimmers	25.71	3	0	6.68
Ben Ferrer	Home Office	Canada	Toronto	Ontario	M3C	East	TEC-CO-10002313	Technology	Copiers	Canon PC1080F Personal Copier	1199.98	2	0	467.99
Ed Braxton	Corporate	United States	Philadelphia	Pennsylvania	19140	East	FUR-CH-10003774	Furniture	Chairs	Global Wood Trimmed Manager's Task Chair, Khaki	445.802	7	0.3	-108.2662
Mick Crebagga	Consumer	United States	El Paso	Texas	79907	Central	FUR-CH-10004675	Furniture	Chairs	Lifetime Advantage Folding Chairs, 4/Carton	763.28	5	0.3	-21.808
Sung Pak	Corporate	United States	Chicago	Illinois	60623	Central	FUR-FU-10001546	Furniture	Furnishings	Dana Swing-Arm Lamps	8.544	2	0.6	-7.476
Jas O'Carroll	Consumer	United States	San Diego	California	92037	West	FUR-FU-10003829	Furniture	Furnishings	Stackable Trays	6.16	2	0	1.9712
Mick Crebagga	Consumer	United States	El Paso	Texas	79907	Central	TEC-PH-10000169	Technology	Phones	ARKON Windshield Dashboard Air Vent Car Mount Holder	40.68	3	0.2	-9.153
Ken Black	Corporate	United States	Hialeah	Florida	33012	South	FUR-CH-10000988	Furniture	Chairs	Hon Olson Stacker Stools	1013.832	9	0.2	101.3832
Stefanie Holloman	Corporate	United States	Sacramento	California	95823	West	FUR-CH-10001854	Furniture	Chairs	Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat	1403.92	5	0.2	70.196
Chad Cunningham	Home Office	United States	Los Angeles	California	90049	West	FUR-CH-10002602	Furniture	Chairs	DMI Arturo Collection Mission-style Design Wood Chair	241.568	2	0.2	18.1176
Sean Christensen	Consumer	United States	Beaumont	Texas	77705	Central	FUR-FU-10001706	Furniture	Furnishings	Longer-Life Soft White Bulbs	8.624	7	0.6	-2.5872
Ed Jacobs	Consumer	United States	Huntsville	Texas	77340	Central	FUR-FU-10002116	Furniture	Furnishings	Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats	56.568	2	0.6	-74.9526
Laurel Elliston	Consumer	United States	Springfield	Virginia	22153	South	FUR-FU-10002268	Furniture	Furnishings	Ultra Door Push Plate	29.46	6	0	9.7218
Chad Cunningham	Home Office	United States	Los Angeles	California	90049	West	FUR-FU-10004090	Furniture	Furnishings	Executive Impressions 14" Contract Wall Clock	44.46	2	0	14.6718
Kean Nguyen	Corporate	United States	Jacksonville	Florida	32216	South	OFF-BI-10000591	Office Supplies	Binders	Avery Binder Labels	1.167	1	0.7	-0.8558
Ken Black	Corporate	United States	Hialeah	Florida	33012	South	OFF-FA-10000490	Office Supplies	Fasteners	OIC Binder Clips, Mini, 1/4" Capacity, Black	1.984	2	0.2	0.6696
Ed Jacobs	Consumer	United States	Huntsville	Texas	77340	Central	OFF-PA-10000029	Office Supplies	Paper	Xerox 224	36.288	7	0.2	12.7008
Steve Chapman	Corporate	United States	Detroit	Michigan	48227	Central	OFF-PA-10000595	Office Supplies	Paper	Xerox 1929	114.2	5	0	52.532
Chad Cunningham	Home Office	United States	Los Angeles	California	90049	West	TEC-AC-10001142	Technology	Accessories	First Data FD10 PIN Pad	395	5	0	39.5
Laurel Elliston	Consumer	United States	Springfield	Virginia	22153	South	TEC-AC-10001314	Technology	Accessories	Case Logic 2.4GHz Wireless Keyboard	99.98	2	0	7.9984
Sean Christensen	Consumer	United States	Beaumont	Texas	77705	Central	TEC-AC-10004171	Technology	Accessories	Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset	319.968	4	0.2	95.9904
Chad Cunningham	Home Office	United States	Los Angeles	California	90049	West	TEC-PH-10004977	Technology	Phones	GE 30524EE4	627.168	4	0.2	70.5564
Roy Französisch	Consumer	United States	Columbus	Georgia	31907	South	OFF-AR-10002952	Office Supplies	Art	Stanley Contemporary Battery Pencil Sharpeners	40.05	3	0	11.214
Erin Creighton	Consumer	United States	Columbus	Ohio	43229	East	OFF-BI-10002954	Office Supplies	Binders	Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders	5.484	4	0.7	-4.0216
Irene Maddox	Consumer	United States	Florence	Alabama	35630	South	FUR-CH-10000513	Furniture	Chairs	High-Back Leather Manager's Chair	1819.86	14	0	163.7874
Mike Kennedy	Consumer	United States	Jacksonville	Florida	32216	South	OFF-BI-10000773	Office Supplies	Binders	Insertable Tab Post Binder Dividers	4.812	2	0.7	-3.6892
Irene Maddox	Consumer	United States	Florence	Alabama	35630	South	OFF-BI-10001191	Office Supplies	Binders	Canvas Sectional Post Binders	152.76	6	0	74.8524
Bart Pistole	Corporate	United States	Los Angeles	California	90008	West	OFF-FA-10004248	Office Supplies	Fasteners	Advantus T-Pin Paper Clips	22.55	5	0	8.7945
Bart Pistole	Corporate	United States	Los Angeles	California	90008	West	OFF-LA-10001934	Office Supplies	Labels	Avery 516	14.62	2	0	6.8714
Speros Goranitis	Consumer	United States	Chicago	Illinois	60623	Central	OFF-PA-10000295	Office Supplies	Paper	Xerox 229	15.552	3	0.2	5.4432
Speros Goranitis	Consumer	United States	Chicago	Illinois	60623	Central	OFF-ST-10000419	Office Supplies	Storage	Rogers Jumbo File, Granite	32.592	3	0.2	-7.7406
Irene Maddox	Consumer	United States	Florence	Alabama	35630	South	OFF-SU-10004115	Office Supplies	Supplies	Acme Stainless Steel Office Snips	7.27	1	0	1.9629
Mike Kennedy	Consumer	United States	Jacksonville	Florida	32216	South	TEC-AC-10002600	Technology	Accessories	Belkin QODE FastFit Bluetooth Keyboard	247.8	5	0.2	-18.585
Bart Pistole	Corporate	United States	Los Angeles	California	90008	West	TEC-PH-10001944	Technology	Phones	Wi-Ex zBoost YX540 Cellular Phone Signal Booster	583.8	5	0.2	72.975
Bart Pistole	Corporate	United States	Los Angeles	California	90008	West	TEC-PH-10002085	Technology	Phones	Clarity 53712	211.168	4	0.2	15.8376
Speros Goranitis	Consumer	United States	Chicago	Illinois	60623	Central	TEC-PH-10002817	Technology	Phones	RCA ViSYS 25425RE1 Corded phone	323.976	3	0.2	36.4473
Tony Sayre	Consumer	United States	Columbia	Tennessee	38401	South	FUR-CH-10004287	Furniture	Chairs	SAFCO Arco Folding Chair	662.88	3	0.2	74.574
Carol Triggs	Consumer	United States	Tucson	Arizona	85705	West	FUR-CH-10004860	Furniture	Chairs	Global Low Back Tilter Chair	242.352	3	0.2	-42.4116
Suzanne McNair	Corporate	United States	New York City	New York	10035	East	FUR-CH-10004875	Furniture	Chairs	Harbour Creations 67200 Series Stacking Chairs	192.186	3	0.1	36.3018
Carol Triggs	Consumer	United States	Tucson	Arizona	85705	West	FUR-FU-10001876	Furniture	Furnishings	Computer Room Manger, 14"	51.968	2	0.2	10.3936
Mark Hamilton	Consumer	United States	Hamilton	Ohio	45011	East	FUR-FU-10003773	Furniture	Furnishings	Eldon Cleatmat Plus Chair Mats for High Pile Carpets	190.848	3	0.2	-21.4704
Penelope Sewall	Home Office	United States	Harrisonburg	Virginia	22801	South	FUR-TA-10000617	Furniture	Tables	Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal	455.1	2	0	100.122
Penelope Sewall	Home Office	United States	Harrisonburg	Virginia	22801	South	FUR-TA-10001932	Furniture	Tables	Chromcraft 48" x 96" Racetrack Double Pedestal Table	2244.48	7	0	493.7856
William Brown	Consumer	United States	Grand Prairie	Texas	75051	Central	OFF-AP-10001563	Office Supplies	Appliances	Belkin Premiere Surge Master II 8-outlet surge protector	19.432	2	0.8	-49.5516
Tony Sayre	Consumer	United States	Columbia	Tennessee	38401	South	OFF-AP-10004868	Office Supplies	Appliances	Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags	43.512	7	0.2	3.8073
Michael Chen	Consumer	United States	Los Angeles	California	90008	West	OFF-AR-10001725	Office Supplies	Art	Boston Home & Office Model 2000 Electric Pencil Sharpeners	47.3	2	0	12.298
Michael Chen	Consumer	United States	Los Angeles	California	90008	West	OFF-AR-10004269	Office Supplies	Art	Newell 31	4.13	1	0	1.1564
Michael Chen	Consumer	United States	Los Angeles	California	90008	West	OFF-BI-10003007	Office Supplies	Binders	Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2" x 11"	155.12	5	0.2	50.414
Penelope Sewall	Home Office	United States	Harrisonburg	Virginia	22801	South	OFF-BI-10003982	Office Supplies	Binders	Wilson Jones Century Plastic Molded Ring Binders	62.31	3	0	29.2857
Adrian Barton	Consumer	United States	Indianapolis	Indiana	46203	Central	OFF-BI-10004600	Office Supplies	Binders	Ibico Ibimaster 300 Manual Binding System	1103.97	3	0	496.7865
Michael Chen	Consumer	United States	Los Angeles	California	90008	West	OFF-BI-10004632	Office Supplies	Binders	Ibico Hi-Tech Manual Binding System	487.984	2	0.2	152.495
Keith Herrera	Consumer	United States	Seattle	Washington	98103	West	OFF-LA-10002043	Office Supplies	Labels	Avery 489	31.05	3	0	14.904
Adrian Barton	Consumer	United States	Indianapolis	Indiana	46203	Central	OFF-LA-10003720	Office Supplies	Labels	Avery 487	3.69	1	0	1.7343
Carol Triggs	Consumer	United States	Tucson	Arizona	85705	West	OFF-PA-10000357	Office Supplies	Paper	Xerox 1888	221.92	5	0.2	77.672
Tony Sayre	Consumer	United States	Columbia	Tennessee	38401	South	OFF-PA-10002689	Office Supplies	Paper	Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)	25.92	5	0.2	9.072
Carol Triggs	Consumer	United States	Tucson	Arizona	85705	West	OFF-PA-10003270	Office Supplies	Paper	Xerox 1954	8.448	2	0.2	2.64
Penelope Sewall	Home Office	United States	Harrisonburg	Virginia	22801	South	OFF-ST-10004337	Office Supplies	Storage	SAFCO Commercial Wire Shelving, 72h	122.48	2	0	0
Toby Carlisle	Consumer	United States	Thornton	Colorado	80229	West	TEC-AC-10001539	Technology	Accessories	Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology	447.944	7	0.2	89.5888
Carol Triggs	Consumer	United States	Tucson	Arizona	85705	West	TEC-AC-10003628	Technology	Accessories	Logitech 910-002974 M325 Wireless Mouse for Web Scrolling	71.976	3	0.2	21.5928
William Brown	Consumer	United States	Grand Prairie	Texas	75051	Central	TEC-AC-10004510	Technology	Accessories	Logitech Desktop MK120 Mouse and keyboard Combo	65.44	5	0.2	-8.18
Alan Barnes	Consumer	Canada	Vancouver	British Columbia	V5K	West	FUR-FU-10004973	Furniture	Furnishings	Flat Face Poster Frame	94.2	5	0	39.56
Gary McGarr	Consumer	United States	San Diego	California	92024	West	FUR-CH-10000595	Furniture	Chairs	Safco Contoured Stacking Chairs	572.16	3	0.2	35.76
Gary McGarr	Consumer	United States	San Diego	California	92024	West	FUR-CH-10004287	Furniture	Chairs	SAFCO Arco Folding Chair	1325.76	6	0.2	149.148
Dennis Pardue	Home Office	United States	Columbia	Tennessee	38401	South	OFF-BI-10000977	Office Supplies	Binders	Ibico Plastic Spiral Binding Combs	18.24	2	0.7	-14.592
John Castell	Consumer	United States	Newark	Delaware	19711	East	OFF-LA-10004409	Office Supplies	Labels	Avery 492	17.28	6	0	7.9488
Khloe Miller	Consumer	United States	San Jose	California	95123	West	OFF-AR-10003394	Office Supplies	Art	Newell 332	11.76	4	0	3.1752
Nora Preis	Consumer	United States	Chicago	Illinois	60623	Central	OFF-BI-10002824	Office Supplies	Binders	Recycled Easel Ring Binders	17.904	6	0.8	-31.332
Tamara Willingham	Home Office	United States	New York City	New York	10011	East	OFF-BI-10003984	Office Supplies	Binders	Lock-Up Easel 'Spel-Binder'	296.712	13	0.2	100.1403
Nora Preis	Consumer	United States	Chicago	Illinois	60623	Central	OFF-PA-10001289	Office Supplies	Paper	White Computer Printout Paper by Universal	124.032	4	0.2	44.9616
Nora Preis	Consumer	United States	Chicago	Illinois	60623	Central	OFF-ST-10000585	Office Supplies	Storage	Economy Rollaway Files	132.16	1	0.2	9.912
Bradley Talbott	Home Office	United States	New York City	New York	10024	East	OFF-ST-10004946	Office Supplies	Storage	Desktop 3-Pocket Hot File	216.4	4	0	56.264
Craig Carreira	Consumer	United States	Tampa	Florida	33614	South	FUR-CH-10004698	Furniture	Chairs	Padded Folding Chairs, Black, 4/Carton	64.784	1	0.2	6.4784
Tiffany House	Corporate	United States	New York City	New York	10024	East	FUR-TA-10001676	Furniture	Tables	Hon 61000 Series Interactive Training Tables	53.316	2	0.4	-19.5492
Sarah Foster	Consumer	United States	Richmond	Indiana	47374	Central	OFF-AP-10002350	Office Supplies	Appliances	Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector	207.24	11	0	58.0272
Tiffany House	Corporate	United States	New York City	New York	10024	East	OFF-AP-10002350	Office Supplies	Appliances	Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector	56.52	3	0	15.8256
Craig Carreira	Consumer	United States	Tampa	Florida	33614	South	OFF-AR-10001868	Office Supplies	Art	Prang Dustless Chalk Sticks	1.344	1	0.2	0.504
Michelle Ellison	Corporate	United States	Port Arthur	Texas	77642	Central	OFF-PA-10000223	Office Supplies	Paper	Xerox 2000	5.184	1	0.2	1.8144
Craig Carreira	Consumer	United States	Tampa	Florida	33614	South	OFF-PA-10001295	Office Supplies	Paper	Computer Printout Paper with Letter-Trim Perforations	45.528	3	0.2	15.9348
Craig Carreira	Consumer	United States	Tampa	Florida	33614	South	OFF-ST-10000078	Office Supplies	Storage	Tennsco 6- and 18-Compartment Lockers	424.272	2	0.2	-10.6068
